code	name	group	energy_kcal	protein_g	carbs_g	sugars_g	fat_g	sat_fat_g	fiber_g	sodium_mg
16530	Lard gras, cru	autres matières grasses	810	2,92	0	0	88,7	32,2	0	11
16540	Graisse de poulet	autres matières grasses	898	0	0	0	99,8	29,8	0	0
16550	Graisse de canard	autres matières grasses	898	0	0	0	99,8	33,2	0	0
16560	Graisse d'oie	autres matières grasses	898	0	0	0	99,8	27,7	0	0
16570	Graisse de dinde	autres matières grasses	898	0	0	0	99,8	29,4	0	0
11184	Sauce (aliment moyen)	sauces	246	1,51	6,74	4,64	23,3	2,79	1,18	724
11008	Ketchup, préemballé	sauces	108	1,23	23,7	21,1	0,16	0,035	1,77	900
11051	Sauce tartare, préemballée	sauces	500	0,92	5,11	3,32	52,7	4,39	0,34	799
11054	Mayonnaise (70% MG min.), préemballée	sauces	692	1,33	3,41	1,2	74,5	6,76	0,26	552
11073	Ketchup allégé en sucres, préemballé	sauces	68,6	1,33	13,8	10,8	0,088	0,032	1,43	1020
11079	Mayonnaise à teneur réduite en matière grasse ou mayonnaise allégée, préemballée	sauces	297	1,09	8,82	4,44	28,5	2,47	0,31	936
11100	Sauce barbecue, préemballée	sauces	136	0,56	30,3	27,5	0,6	0,1	1,2	706
11104	Sauce soja, préemballée	sauces	39,9	7,25	1,72	traces	< 0,5	< 0,006	0,9	5250
11108	Sauce vinaigrette à l'huile d'olive (50 à 75% d'huile), préemballée	sauces	471	0,7	3,03	2,73	50,5	5,15	0,53	953
11109	Sauce vinaigrette allégée en matière grasse (25 à 50% d'huile), préemballée	sauces	251	0,25	2,39	1,73	26,4	2,2	0,5	761
11110	Sauce vinaigrette (50 à 75% d'huile), préemballée	sauces	475	0,55	2,91	2,11	51	5,52	0,75	1010
11112	Harissa (sauce au piment), préemballée	sauces	76,4	2,72	7,3	6,89	2,9	0,47	5,1	1120
11120	Sauce bourguignonne, préemballée	sauces	439	1,34	7,85	5,79	44,6	3,55	0,53	1080
11157	Sauce moutarde, préemballée	sauces	233	1,66	4,7	0,8	22,8	-	1,2	940
11166	Sauce au yaourt, faite maison	sauces	98,5	3,64	5,04	4,37	6,91	1,46	0,8	510
11167	Sauce américaine, préemballée	sauces	409	1,34	9,99	6,05	39,8	3,09	1	1180
11168	Sauce aïoli, préemballée	sauces	480	1,13	5,44	2,61	50,2	4,8	0,25	736
11187	Sauce crudités ou sauce salade, préemballée	sauces	303	0,61	6,17	4,17	30,5	2,53	0,56	949
11194	Sauce nuoc mâm ou sauce au poisson, préemballée	sauces	81,2	9,3	10,9	8,34	0	0	0,2	8860
11196	Sauce burger, préemballée	sauces	427	1,28	13,2	10,3	40,4	3,31	0,58	847
11198	Sauce crudités ou sauce salade, allégée en matière grasse, préemballée	sauces	160	0,8	6,7	4,55	14,3	1,25	0,62	1010
11203	Sauce kebab, préemballée	sauces	433	1,22	6,93	4,35	44,1	3,35	0,3	600
11205	Sauce rouille, préemballée	sauces	551	0,6	2,7	0,8	59,8	4,3	< 0,5	470
11212	Sauce au poivre, froide, préemballée	sauces	472	0,69	5,8	5,19	49,3	3,78	< 0,5	924
11213	Sauce froide (aliment moyen)	sauces	318	0,83	6,23	4,89	31,9	2,88	0,79	854
11216	Sauce soja sucrée, préemballée	sauces	171	2,88	39,5	39,5	< 0,5	< 0,01	traces	2760
11217	Sauce pour nems à base de nuoc-mam dilué, préemballée	sauces	132	1,38	31,2	30,9	< 0,5	< 0,01	0	1710
11219	Sauce végétale type bolognaise, aux protéines de soja, préemballée	sauces	68	3,56	5,05	5,05	3	0,48	2,46	309
11223	Sauce d'huître, préemballée	sauces	50,7	1,35	10,6	0	0,25	0,043	0,3	2730
11240	Sauce algérienne, préemballée	sauces	486	1,76	14	10,6	46,8	3,77	0,9	-
11243	Sauce andalouse, préemballée	sauces	548	1,61	8,03	5,77	56,5	5,4	0,7	-
11244	Sauce cocktail, préemballée	sauces	572	1,33	9,2	7,85	58,7	5	0,78	-
11245	Sauce pommes frites, préemballée	sauces	330	0,82	10,3	6,59	31,6	2,55	0,2	-
11246	Sauce samouraï, préemballée	sauces	523	1,11	5,09	3,04	55,2	4,43	0,65	-
11247	Sauce au curry, froide, préemballée	sauces	367	0,88	8,49	5,01	36,5	3,2	0,58	-
11248	Sauce Caesar, préemballée	sauces	448	1,8	7,04	5,09	45,7	4,77	1	-
11301	Sauce teriyaki, préemballée	sauces	88,1	5,93	16	14,1	0,02	0	0,1	3830
11101	Sauce béchamel, préemballée	sauces	105	2,56	6,2	3,1	7,4	4,61	1,3	274
11102	Sauce béarnaise, préemballée	sauces	455	0,88	4,87	2,3	47,7	3,55	0,13	778
11105	Sauce hollandaise, préemballée	sauces	197	1,19	3,2	0,7	19,8	7,23	0,5	476
11107	Sauce tomate aux oignons, préemballée	sauces	78,8	1,52	7,69	5,44	4,18	0,49	2,17	467
11111	Sauce armoricaine, préemballée	sauces	83,6	2,1	3,95	0,73	6,6	6,3	traces	530
11114	Sauce tomate à la viande ou sauce bolognaise, préemballée	sauces	93,8	4,22	7,27	4,74	4,81	1,78	2,29	469
11115	Sauce au poivre vert, préemballée	sauces	88,9	1,3	5,3	1,3	6,65	2,95	1,3	317
11121	Sauce madère, préemballée	sauces	37,6	0,6	3,6	1,9	2,2	1,1	0,5	440
11122	Sauce à l'échalote à la crème, préemballée	sauces	106	1,7	11,9	2,27	5,53	3,03	0,9	647
11128	Sauce carbonara, préemballée	sauces	160	5,17	4,7	1	12,8	8,25	2,65	590
11129	Sauce chasseur, préemballée	sauces	38,8	1,21	4,66	-	1,61	-	0,43	410
11132	Sauce au curry, chaude, préemballée	sauces	77,4	1,02	10,6	5,83	3,16	2,11	1,28	447
11140	Sauce au beurre blanc, préemballée	sauces	212	1,13	3,4	1,35	21,4	11,9	< 0,5	463
11143	Sauce béchamel au beurre, faite maison	sauces	147	3,84	8,97	4,38	10,6	2,85	0,2	354
11158	Sauce au beurre, préemballée	sauces	192	2,2	5,2	1	17,9	12,1	1	543
11159	Sauce à la crème	sauces	78,2	1,08	5,9	0,73	5,55	3	0,17	551
11160	Sauce aux champignons, préemballée	sauces	98,8	3,2	6,3	2,2	6,26	-	2,25	360
11161	Sauce à la crème aux épices	sauces	82,5	1,16	6,2	0,95	5,75	3,12	0,65	517
11162	Sauce à la crème aux herbes	sauces	76,6	1,09	5,5	0,74	5,49	2,94	0,4	555
11163	Sauce aigre douce, préemballée	sauces	153	0,3	37	15,9	0,2	0,2	0,97	406
11164	Sauce au vin rouge, faite maison	sauces	64,5	0,81	7	2,47	2,22	1,32	0,46	678
11170	Sauce basquaise ou sauce aux poivrons, préemballée	sauces	63,1	1,17	7,41	4,46	2,71	0,49	2,09	460
11177	Sauce tomate aux champignons, préemballée	sauces	68,3	1,79	7,78	4,58	2,68	0,26	2,35	410
11178	Sauce tomate aux olives, préemballée	sauces	110	1,41	7,5	3,68	7,32	0,88	3,34	738
11179	Sauce pesto, préemballée	sauces	370	3,94	6,6	3,2	35,4	4,39	2,5	1060
11182	Sauce au poivre, chaude, préemballée	sauces	160	1	4,8	1,76	14,8	1,91	1,13	630
11189	Sauce au fromage pour risotto ou pâtes, préemballée	sauces	118	3,11	4,24	0,68	9,53	7	1,4	543
11191	Sauce au roquefort, préemballée	sauces	128	2,85	4,4	1,1	10,9	7,18	0,6	495
11192	Sauce aux champignons et à la crème, préemballée	sauces	75,5	1,38	6,2	1,52	5	2,51	< 0,5	383
11199	Sauce grand veneur, préemballée	sauces	103	1,5	8,45	6,6	7	4,85	traces	440
11202	Sauce indienne type tandoori ou tikka masala, préemballée	sauces	86,7	2,6	14,3	12,3	1,7	0,35	1,9	930
11207	Sauce tomate aux petits légumes, préemballée	sauces	66,8	1,54	7,57	5,22	2,9	0,35	2,12	389
11208	Sauce tomate au fromage, préemballée	sauces	180	3,94	8,09	4,6	14,2	3,83	2,41	516
11210	Sauce pesto rosso, préemballée	sauces	305	4,8	8,58	2,75	27	3,95	4,15	775
11218	Sauce chaude (aliment moyen)	sauces	123	2,67	7,65	4,21	8,67	2,65	1,88	498
11302	Sauce à l'oseille, préemballée	sauces	153	1,3	1,7	1,7	15	10	3,2	-
51502	Meloukhia, sauce, artisanale	sauces	215	1,13	1,45	1,2	21	-	8,4	378
11300	Sauce au chocolat, préemballée	sauces	308	2,16	62,3	48,9	5,1	2,37	1,8	19
13998	Coulis de fruits rouges (framboises, fraises, groseilles, cassis)	sauces	124	0,63	27,7	27,6	0,5	0,23	1,8	< 2
39700	Crème anglaise, préemballée	sauces	97,3	3,44	14,8	12,9	2,5	1,55	1	53,7
11004	Cornichon, au vinaigre	condiments	16	1,06	0,78	0,6	< 0,6	< 0,01	1,5	689
11013	Moutarde	condiments	151	6,92	4,33	1,73	11,2	1,1	< 1	2300
11018	Vinaigre	condiments	22,5	0,04	0,95	0,04	0,1	0	0	5
11021	Moutarde à l'ancienne	condiments	142	6,6	2,2	2,2	9,9	0,61	4,5	1960
11040	Câpres, au vinaigre	condiments	-	2,18	3,5	0,41	0,86	0,23	3,6	1620
11055	Oignon au vinaigre	condiments	-	0,6	2,5	2,5	0,15	0	1,8	458
11090	Vinaigre de cidre	condiments	-	0	0,93	0,4	0	0	0	5
11091	Vinaigre balsamique	condiments	91,7	0,69	18	18	< 0,6	0	0,75	27
11097	Cornichon, aigre-doux	condiments	36	1,25	5	4	0,35	0	1,5	376
11220	Vinaigre de vin rouge	condiments	20,6	0,25	traces	traces	0	-	0	5,1
13032	Olive noire, en saumure, égouttée	condiments	173	1,38	< 0,1	0	17,2	2,08	6,2	706
13033	Olive verte, en saumure, égouttée	condiments	164	1,13	0,61	traces	16,6	2,25	3,6	1180
13131	Olive noire, à l'huile (à la grecque)	condiments	349	2,19	4,33	0,3	33,3	4,02	11,6	3380
13147	Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)	condiments	156	2,09	1,17	< 0,4	15,2	2,63	3	1110
13184	Olive (aliment moyen)	condiments	165	1,29	0,65	0,029	16,6	2,29	3,83	1130
13186	Olive noire (aliment moyen)	condiments	182	1,41	0,26	0,015	18	2,17	6,46	835
20916	Miso	condiments	188	11,7	18,1	6,2	6,01	1,14	5,4	3730
5217	Vin cuisiné (alcool évaporé)	aides culinaires	15	0,1	3,66	-	0	0	0	2,99
5219	Alcool fort (type rhum), cuisiné (alcool évaporé)	aides culinaires	0,0019	0	0,00049	0	0	0	0	1,58
9621	Son de blé	aides culinaires	270	14,8	22,7	2,39	3,88	0,82	42,9	6
9640	Son d'avoine	aides culinaires	361	16,8	50,6	2,23	6,52	1,16	16,7	6,5
9641	Son de maïs	aides culinaires	226	8,36	6,65	0	0,92	0,13	79	7
9643	Son de riz	aides culinaires	398	14	28	0,9	20,9	4,17	21	5
9660	Germe de blé	aides culinaires	375	27,2	35,1	10	9,5	1,83	16,3	7,2
11001	Bouillon de boeuf, déshydraté	aides culinaires	232	10,2	18	2	13,3	7,03	0	13200
11007	Gélatine, sèche	aides culinaires	348	86,9	0	traces	0,1	0,036	0	298
11009	Levure de bière en paillettes	aides culinaires	334	40,4	21,8	2,5	4,5	0,7	22,5	141
11010	Levure de boulanger fraîche	aides culinaires	115	8,4	11,9	0	1,9	0,24	8,1	30
11041	Bouillon de légumes, déshydraté	aides culinaires	287	9,66	26	-	16	7,79	< 0,5	19100
11043	Tapenade, préemballée	aides culinaires	229	1,93	3,29	0,51	21,9	5,44	5,26	1280
11045	Levure de boulanger déshydratée	aides culinaires	341	42,7	14,3	0	6,56	1	26,9	51
11046	Levure chimique ou poudre à lever	aides culinaires	108	0,1	26,9	0	0	0	0,2	9250
11065	Vanille, extrait alcoolique	aides culinaires	240	0,05	2,41	-	0	-	0	4
11098	Vanille, extrait aqueux	aides culinaires	57,7	0,03	14,4	14,4	0	0	0	3
11169	Fond de veau pour sauces et cuisson, déshydraté	aides culinaires	343	8,5	59,5	22,3	7,4	3,22	2,1	6660
11171	Fond de volaille pour sauces et cuisson, déshydraté	aides culinaires	336	10	63	24	4,5	1,84	1,5	5400
11172	Court-bouillon pour poissons, déshydraté	aides culinaires	260	5	7	4,5	23	16	2,5	19000
11174	Bouillon de volaille, déshydraté	aides culinaires	193	13	17	4	8	5	0,5	22500
11175	Gelée au madère, déshydratée	aides culinaires	262	47	18	0,5	0,2	0,1	0	11000
11176	Gelée au madère	aides culinaires	136	24,4	9,75	0,1	0,01	0,004	0,004	590
11221	Extrait de levure, à tartiner	aides culinaires	187	42,4	3,5	1,6	0,4	-	traces	4300
11303	Fumet de poisson, prêt à consommer, préemballé	aides culinaires	53,6	5,1	3,8	1,8	2	1,2	-	-
11304	Fond de veau, préemballé	aides culinaires	40,9	3,15	2,4	0,7	2,05	1	0,1	340
11507	Bicarbonate de soude	aides culinaires	0,4	0,1	0	0	0	0	0	27400
18041	Lait de coco	aides culinaires	199	1,94	4,29	2,5	19,2	17	0,75	27
20918	Sirop pour fruits appertisés au sirop	aides culinaires	73	0,25	17,7	14,9	< 0,5	-	< 0,5	7,5
20919	Sirop léger pour fruits appertisés au sirop	aides culinaires	58,9	0,34	14,3	13,6	< 0,5	-	< 0,5	4,23
20924	Sirop léger pour poire appertisée	aides culinaires	57,9	0,25	14,6	12,5	< 0,3	-	< 0,5	1,7
25525	Sauce tomate cuisinée pour pizza	aides culinaires	41,5	2,04	4,71	4,57	0,75	0,097	2,81	385
25970	Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté	aides culinaires	212	11,6	28,9	2,8	5,4	1,4	0	19400
25971	Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté	aides culinaires	197	10,8	30,9	2,2	3,1	1,08	0	19300
31047	Gélifiant pour confitures	aides culinaires	278	0	62	62	0	-	15	-
31108	Gelée royale	aides culinaires	-	13	-	14	4	-	-	-
31109	Pollen, partiellement séché	aides culinaires	358	21,9	52,5	36,5	4,2	-	11,3	89,8
31111	Pollen, frais	aides culinaires	304	17,5	42,3	26,8	5,17	1,81	9,07	7,57
37000	Base de pizza (pâte et sauce à la crème), crue	aides culinaires	261	7,7	51,1	1,8	2,6	0,8	1	700
37002	Base de pizza (pâte et sauce à la tomate), crue	aides culinaires	232	6,9	44,6	1,5	2,7	0,8	1	700
42200	Lécithine de soja	aides culinaires	779	0	8	3,3	83	12,6	traces	15
11017	Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)	sels	0	0	0	0	0	0	0	39100
11044	Sel au céleri	sels	49	1,81	4,14	0	2,53	-	1,19	35000
11058	Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)	sels	0	0	0	0	0	0	0	39100
11082	Fleur de sel, non iodée, non fluorée	sels	0	0	0	0	0	0	0	37700
11083	Sel marin gris, non iodé, non fluoré	sels	0	0	0	0	0	0	0	32200
11096	Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)	sels	0	0	0	0	0	0	0	39100
11005	Curry, poudre	épices	301	14,5	2,63	2,63	14	1,65	53,2	52
11006	Gingembre, poudre	épices	335	8,98	58,3	3,39	4,24	2,6	14,1	27
11015	Poivre noir, poudre	épices	331	13,3	39,9	0,64	7,5	2,9	25,3	14,2
11019	Poivre blanc, poudre	épices	313	12,1	48,3	-	2,12	0,63	26,2	5
11025	Cannelle, poudre	épices	243	3,99	27,5	2,17	1,24	0,35	53,1	10
11026	Coriandre, graine	épices	345	12,4	13	-	17,8	0,99	41,9	35
11039	Safran	épices	352	11,4	61,5	42,4	5,85	1,59	3,9	148
11042	Cumin, graine	épices	427	17,8	33,7	2,25	22,3	1,54	10,5	168
11048	Noix de muscade	épices	506	5,84	27,4	2,99	36,3	25,9	20,8	16
11049	Paprika, poudre	épices	318	14,1	18,8	10,3	12,9	2,14	34,9	68
11052	Clou de girofle	épices	335	5,97	31,6	2,38	13	3,95	33,9	277
11053	Laurier, feuille	épices	353	7,61	48,6	48,6	8,36	2,28	26,3	23
11056	Quatre épices, poudre	épices	348	6,09	50,5	-	8,69	2,55	21,6	77
11057	Vanille, gousse	épices	-	-	-	-	-	-	-	0
11061	Pavot, graine	épices	534	21,2	13,7	2,99	41,6	4,52	10	26
11064	Carvi, graine	épices	334	19,8	11,9	0,64	14,6	0,62	38	17
11066	Fenouil, graine	épices	327	15,8	12,5	12,5	14,9	0,48	39,8	88
11074	Gingembre, racine fraîche	épices	33,3	1,1	3,4	1	1,1	0,09	2,7	6,3
11075	Cardamome, poudre	épices	321	10,8	40,5	-	6,7	-	28	18
11077	Fenugrec, graine	épices	350	27,1	33,8	8,7	6,41	1,46	24,6	67
11081	Epice (aliment moyen)	épices	327	12,6	37,8	2,09	7,85	2,56	27,7	23,7
11088	Poivre de Cayenne ou piment de Cayenne, poudre	épices	376	12	29,4	10,3	17,3	3,26	27,2	30
11089	Curcuma, poudre	épices	291	9,68	44,4	3,21	3,25	1,84	22,7	27
11000	Ail, cru	herbes	109	5,31	18,6	1,2	< 0,5	< 0,01	5,8	9
11002	Cerfeuil, frais	herbes	48,3	3,31	6,25	0,6	0,55	0,25	2,55	5
11003	Ciboule ou ciboulette, fraîche	herbes	30,8	2,55	2,85	2,09	0,46	0,089	2,55	9,5
11014	Persil, frais	herbes	42,5	2,97	4,1	0,85	0,63	0,1	4,3	51,5
11016	Raifort, frais	herbes	73,2	5,25	7,79	-	0,45	0,088	7,5	13
11027	Menthe, fraîche	herbes	57,6	3,52	5,3	5,3	0,84	0,22	7,4	30,5
11033	Basilic, frais	herbes	35,2	3,15	3,4	0,3	0,64	0,041	1,6	4
11068	Romarin, frais	herbes	121	3,31	6,6	-	5,86	2,84	14,1	26
11069	Sauge, fraîche	herbes	34,9	4	0,97	0,3	< 0,5	< 0,01	7	11,1
11070	Thym, frais	herbes	107	5,56	10,5	-	1,68	0,47	14	9
11080	Herbes aromatiques fraîches (aliment moyen)	herbes	51,2	3,26	4,69	1,89	0,93	0,25	5,53	32
11092	Estragon, frais	herbes	-	3,8	4,1	1,2	-	0,6	6,2	-
11093	Aneth, frais	herbes	48,2	3,93	3,9	1,2	1,1	0,34	3,5	27
11094	Coriandre, fraiche	herbes	22,3	2,13	0,87	0,87	0,52	0,014	2,8	46
11306	Ail, rôti/cuit au four	herbes	125	5,56	23,8	1,4	< 0,5	< 0,01	2,7	< 5
11307	Ail, grillé/poêlé, sans matière grasse	herbes	130	6	22	1	0,4	0,2	5,8	< 5
10999	Cerfeuil, séché	herbes	302	23,2	37,8	-	3,9	0,17	11,3	83
11023	Ail séché, poudre	herbes	346	16,6	63,7	2,43	0,73	0,25	9	60
11024	Persil, séché	herbes	291	29	16,8	7,27	5,34	1,38	29,7	422
11029	Menthe, séchée	herbes	283	19,9	22,2	-	6,03	1,58	29,8	344
11032	Basilic, séché	herbes	244	23	10,1	1,71	4,07	2,16	37,7	76
11034	Marjolaine, séchée	herbes	276	12,7	20,3	4,09	7,04	0,53	40,3	77
11035	Origan, séché	herbes	265	9	26,4	4,09	4,28	1,55	42,5	25
11036	Romarin, séché	herbes	328	4,88	21,5	-	15,2	7,37	42,6	50
11037	Sauge, séchée	herbes	320	10,6	20,4	1,71	12,8	7,03	40,3	11
11038	Thym, séché	herbes	285	9,11	26,9	1,71	7,43	2,73	37	55
11050	Estragon, séché	herbes	342	22,8	42,8	-	7,24	1,88	7,4	62
11060	Herbes de Provence, séchées	herbes	283	11,5	23,1	-	7,2	1,88	40,1	35
11062	Sarriette, séchée	herbes	264	6,73	23	-	5,91	3,26	45,7	24
11063	Aneth, séché	herbes	315	20	42,2	-	4,36	0,23	13,6	208
11095	Ciboulette, séchée	herbes	-	-	38,1	-	3,5	0,59	26,2	70
51500	Meloukhia, feuilles de corète séchées, en poudre	herbes	239	23	12,7	6,9	1,8	-	40	67,9
11084	Agar (algue), frais, cru	algues	28,4	0,54	6,25	0,28	0,03	0,006	0,5	9
11085	Agar (algue), séché	algues	-	6,21	-	2,97	0,3	0,061	-	102
11086	Spiruline (Spirulina sp.), séchée ou déshydratée	algues	374	60,4	17,7	1,23	6,27	3,28	2,71	755
20982	Spiruline (algue), fraîche, crue	algues	36,1	5,92	2,02	0,3	0,39	0,14	0,4	98
20983	Criste marine, fraîche, crue	algues	39,4	2,57	3,43	1,66	0,66	0,048	4,72	248
20985	Laitue de mer (Ulva sp.), séchée ou déshydratée	algues	203	15,7	13,8	0,22	1,95	0,47	33,5	2250
20986	Kombu royal (Saccharina latissima), séché ou déshydraté	algues	205	9,94	23,1	0,23	1,39	0,21	30,2	3300
20987	Nori (Porphyra sp., Pyropia), séchée ou déshydratée	algues	257	30,2	11,7	0	1,77	0,46	36,8	1900
20988	Dulse (Palmaria palmata), séchée ou déshydratée	algues	221	16,9	20,8	0,015	1,35	0,26	29,2	1870
20989	Maërl ou lithothamne (Lithothamnion), séché ou déshydraté	algues	-	2,49	3,52	-	-	-	-	371
20990	Kombu ou kombu japonais (Saccharina japonica), séché ou déshydraté	algues	222	7,89	24,9	-	2,56	0,72	34,1	2450
20991	Kombu breton (Laminaria digitata), séché ou déshydraté	algues	211	8,89	22,9	-	1,01	0,15	37,3	3210
20992	Haricot de mer (Himanthalia elongata), séchée ou déshydratée	algues	227	9,9	26,4	0,03	2,28	0,25	30,8	3570
20993	Gracilaire ou ogonori (Gracilaria verrucosa), séchée ou déshydratée	algues	232	17,8	23,4	-	1,75	0,14	25,4	2860
20994	Fucus vésiculeux (Fucus serratus ou Fucus vesiculosus), séché ou déshydraté	algues	194	9,11	12,4	-	1,71	0,19	46,3	3400
20995	Ao-nori (Ulva sp., ex Enteromorpha sp.), séchée ou déshydratée	algues	225	13,6	19,5	1,35	2,5	0,55	35,1	4090
20996	Lichen de mer ou pioca ou goémon rouge (Chondrus crispus), séché ou déshydraté	algues	215	16,7	15	0,44	1,95	0,15	35,5	3290
20997	Chlorelle (chlorella), séchée ou déshydratée	algues	-	48,5	30,9	-	11,4	1,84	-	115
20998	Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté	algues	206	7,4	16,3	-	2,7	0,11	43,6	2870
20999	Wakamé atlantique (Alaria esculenta), séché ou déshydraté	algues	201	12,2	13,3	0,04	1,5	0,31	42,9	3650
42000	Substitut de repas hypocalorique, crème dessert	denrées destinées à une alimentation particulière	89,4	6,43	9,29	6,57	2,75	0,98	1,18	84,5
42003	Substitut de repas hypocalorique, prêt à boire	denrées destinées à une alimentation particulière	87,9	6,79	9,8	7,2	2,45	0,55	< 0,5	76,1
42004	Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé	denrées destinées à une alimentation particulière	79,1	6,09	9,34	8,86	1,73	0,22	1,18	172
42005	Substitut de repas hypocalorique, poudre reconstituée avec lait écrémé, type milkshake	denrées destinées à une alimentation particulière	86,6	6,19	10,1	9,92	2,28	0,3	0,63	77,3
11214	"Préparation culinaire à base de soja, type ""crème de soja"""	ingrédients pour végétariens	152	3,25	2,03	1,6	14,7	1,65	-	25
20591	Protéine de soja texturée, réhydratée	ingrédients pour végétariens	150	18,6	7,03	3,65	2,9	0,47	5,61	< 5
20903	Isolat de soja	ingrédients pour végétariens	402	80,5	1,76	0	3,39	0,42	5,6	1010
20904	Tofu nature, préemballé	ingrédients pour végétariens	147	13,4	2,87	0,57	8,5	1,35	< 0,5	10
20906	Tofu soyeux, préemballé	ingrédients pour végétariens	54,3	4,57	1,53	1,13	2,9	0,47	0,6	< 5
20912	Tofu fumé, préemballé	ingrédients pour végétariens	164	14,9	2,91	0,85	9,5	1,53	< 0,5	295
